1
BUSTINATRICE 239 IPEK (sinistra).
s7-300 cpu313c-2dp.
uniop.
30/08/2010 13.06.56.
2
DISIMPILATORE ITECH - ESSELUNGA.
SIEMENS S7-200 CPU226.
SIEMENS TP 177A.
31/08/2010 9.41.32.
3
BUSTINATRICE MATR 236.
CPU 313C-2 DP.
UNIOP.
31/08/2010 19.05.53.
4
BUSTINATRICE MATR229 IPEK.
CPU 313C-2 DP.
UNIOP.
31/08/2010 19.08.16.
5
COTONATRICE GOLINI MATR 230.
CPU 313C.
OP77.
31/08/2010 19.13.57.
6
COTONATRICE 2010 SEPTONA.
CPU 313C.
OP77.
31/08/2010 19.19.30.
7
ROBOT DIVA 120 PEZZI.
CPU 315-2 DP.
VIPA PROGEA MOVICON 11.
01/09/2010 18.29.26.
8
ROBOT DIVA 72 PEZZI.
VIPA CPU214DPM.
VIPA PROGEA MOVICON.
01/09/2010 18.32.16.
9
COTONATRICE DIVA.
CPU 313C.
OP77.
01/09/2010 18.35.37.
10
COTONATRICE SENZA SCARTO 238.
CPU 313C.
OP77.
02/09/2010 11.55.59.
11
SPIRO GIORIETTO.
VIPA.
OP.
02/09/2010 12.16.51.
12
BUSTINATRICE IPEK 229.
s7-300.
uniop.
02/09/2010 16.32.10.
13
SPIRO VICENZI.
VIPA CPU 214DPM.
UNIOP.
03/09/2010 6.20.53.
14
cotonatrice ipek F29.
omron serie H.
nessuno.
03/09/2010 8.38.31.
15
BLISTERATRICE BL-12 MATR.175.
CPU 313C-2 DP.
UNIOP.
03/09/2010 15.27.55.
16
SPIRO PASQUIER BRIALIX - FRANCIA.
TELEMECANIQUE.
.
03/09/2010 15.29.45.
17
BUSTINATRICE SEPTONA V182 ANNO 2005.
CPU 313C-2 DP.
UNIOP.
03/09/2010 15.34.30.
18
BUSTINATRICE SISMA MATR160.
CPU 313C-2 DP.
UNIOP.
03/09/2010 15.39.46.
19
BUSTINATRICE OLD PRIMA VERSIONE.
CPU 313C-2 DP.
.
03/09/2010 15.43.22.
20
SPIRO COLOMBA MATR 717 OMRON.
OMRON CJM.
nessuno.
03/09/2010 15.46.16.
21
SPIRO COLOMBA S7-200.
S7-200.
.
03/09/2010 15.47.35.
22
COTONATRICI CANADA.
CPU 313C.
SIEMENS OP7.
03/09/2010 15.48.31.
23
SPIRO FOOD-CO.
S7-313C.
UNIOP.
03/09/2010 16.12.15.
24
COTONATRICE HARTMANN.
CPU 314 IFM.
OP7.
03/09/2010 16.12.56.
25
SPIRO IDP-PISELLI.
CPU314C-2DP.
UNIOP.
03/09/2010 16.17.57.
26
IMPILATORE.
.
UNIOP.
03/09/2010 16.19.04.
27
INVERNIZZI.
.
UNIOP.
03/09/2010 16.19.57.
28
SPIRO MONTEBOVI.
CPU 313C.
UNIOP.
03/09/2010 16.20.44.
29
PACKAGING OLIVE -ALGHERO.
OMRON CJM.
ESA VT160W.
03/09/2010 16.22.13.
30
PUNZONATRICE VASSOI.
OMRON CPM2.
ESA VT150W.
03/09/2010 16.25.02.
31
RB2.
CPU 313C-2 DP.
UNIOP.
03/09/2010 16.27.05.
32
COTONATRICE SISMA MATR 221.
.
ESA VT580 ETHERNET.
03/09/2010 16.28.13.
33
SPIRO ULMA PRIMA VERSIONE.
.
UNIOP TAPPA_ROTANTE_V11.dpr.
03/09/2010 16.29.56.
34
TAPPATORE ULMA APO-FRUIT.
S7-300 314C-2DP.
UNIOP.
03/09/2010 16.32.29.
35
TAPPATORE ULMA COOPSOLE.
s7-300 vipa.
uniop.
03/09/2010 16.33.34.
36
TAPPATORE ULMA - MONTOSA MATR1629.
S7-300 314C-2DP.
UNIOP.
03/09/2010 16.34.11.
37
BUSTINATRICE LAST VER. UNIOP.
s7-300.
UNIOP.
03/09/2010 16.37.52.
38
ulma matr 1787.
PNEUMOS.
.
03/09/2010 16.38.58.
39
SPIRO QUADRO ENTRATA - FORNETTO GENOVESE.
VIPA-200.
"SIEMENS TP177A 6""."
03/09/2010 16.40.43.
40
SPIRO QUADRO USCITA - FORNETTO GENOVESE.
VIPA-200.
"SIEMENS TP177A 6""."
03/09/2010 16.42.22.
41
SMODELLATORE MONDIALFORNI.
SIEMENS IM151-8 PN/DP CPU.
SIEMENS KTP600.
05/09/2010 15.33.45.
42
SPIRO POLIN.
CPU 313C.
"TP177A 6""."
05/09/2010 15.52.43.
43
SMODELLATORE RUGGERI - PARTE LINEA.
omron c200 hx.
PROFACE.
05/09/2010 16.00.08.
44
SMODELLATORE RUGGERI - PARTE SMODELLATORE.
OMRON CP1L.
NESSUNO.
05/09/2010 16.07.18.
45
SPIRO 1864  RUSSIA.
S7_300.
.
20/09/2010 17.27.55.
46
COTONATRICE MATR. 240 COTTON SOUND.
S7 300 CPU 313 C.
OP77.
22/09/2010 17.01.47.
47
RB30A COTTON SOUND MATR 241.
SIEMENS S7-200.
nessuno.
22/09/2010 17.28.31.
48
disimpilatore rimetec 2007.
omron cp1L.
nessuno.
02/10/2010 1.29.17.
49
disimpilatore cp1l MAC v33.
omron cp1L.
nessuno.
02/10/2010 1.31.49.
50
disimpilatore Matr 792.
omron cj1m cpu12.
nessuno.
02/10/2010 1.33.35.
51
TAPPATORE LOLA-RIBA MATR196.
312C.
NESSUNO.
24/10/2010 17.48.37.
52
BUSTINATRICE MATR.0963 E 0965.
S7-300.
TP177A.
23/11/2010 11.22.23.
53
DISIMPILATORE MBP  MATR1800 trevisana lat.
S7-200.
TP177A.
23/11/2010 11.25.27.
54
cotonatrice cotton club  matr 962 e 964.
s7-300.
op77.
26/11/2010 9.25.18.
55
bustinatrice russia MATR965.
S7-300 CPU313C.
TP177 A.
03/12/2010 5.44.28.
56
COTONATRICE  RUSSIA.
S7-300.
OP77.
22/12/2010 17.39.45.
57
TAPPATORE 998 SANTORSOLA.
VIPA.
TP177A.
01/01/2011 15.54.44.
58
cotonatrice algotec. matr961
s7-300.
op77.
25/01/2011 14.58.18.
59
Tappatrice 4 TESTE  ULMA MATR 1031.
VIPA CPU 214 DPM+SEW.
SIEMENS TP177A.
01/03/2011 21.21.32.
60
Tappatore ulma 2 teste con sew feb 2011.
vipa 214 dpm+sew.
TP177A.
02/03/2011 20.53.14.
61
PANETTONI MAINA.
S7-300.
TP177.
03/03/2011 17.58.57.
62
cotonatrice sepa baby. 980 ?
S7-300.
OP77.
08/03/2011 9.08.38.
63
TAPPATORE S ORSOLA MATR 1042.
VIPA CPU214.
INTEGRATO.
22/03/2011 11.31.10.
64
ULMA 2 TESTE MATR 1039.
vipa 317.
TP177A.
28/03/2011 19.52.28.
65
TAPPATORE ULMA 6 TESTE HUELVA.
VIPA.
TP177A.
04/04/2011 5.27.27.
66
cotonatrice  2011 golini.
s7_300.
OP77.
15/04/2011 14.03.07.
67
COTONATRICE COTTON CLUB TURCHIA matr 1017.
S7-300 CON SCARTO.
OP77.
22/04/2011 8.54.13.
68
BUSTINAT MATR1018 COTTCLUB TURCHIA.
S7-300.
TP177A.
03/05/2011 8.51.03.
69
